Close Last Trade Day,Price,Units,Implied Values,Date
NYMEX-WTI Year Ago Current Month Contract,47.23,USD/BBL,,2018-09-04
"Net Energy Sweet Closing Price: October, 2018",-9.35,USD/BBL,60.45,2018-09-04
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,66.75,2018-09-04
"Net Energy WCS Closing Price: October, 2018",-27.0,USD/BBL,42.8,2018-09-04
"Net Energy/NYMEX WCC Closing Price: October, 2018",-27.0,USD/BBL,42.8,2018-09-04
Canadian Crude Index,43.91,USD/BBL,,2018-09-04
West Texas Intermediate Cash,69.8,USD/BBL,,2018-09-04
North Sea Brent Blend,77.42,USD/BBL,,2018-09-04
OPEC Basket Price,75.74,USD/BBL,,2018-09-04
"NYMEX Natural Gas: October, 2018",2.92,USD/MMBTU,,2018-09-04
"NYMEX Natural Gas: November, 2018",2.94,USD/MMBTU,,2018-09-04
"NYMEX Natural Gas: December, 2018",3.03,USD/MMBTU,,2018-09-04
"NYMEX Natural Gas: January, 2019",3.11,USD/MMBTU,,2018-09-04
Spectra - Station 2,0.73,CAD/GJ,,2018-09-04
AECO/NGX Spot Price - Settlement,1.07,CAD/GJ,,2018-09-04
AECO/NGX Spot Price - Same Day Volume,664.0,TJ,,2018-09-04
"AECO/NGX Near-Month: October, 2018",1.21,CAD/GJ,,2018-09-04
NYMEX Today @ 10:00 AM MST,,,,2018-09-04
"WTI October, 2018 Contract",70.13,USD/BBL,,2018-09-04
Near-Month Gas Contract,2.84,USD/MMBTU,,2018-09-04
Daily Average US Exchange Rate,1.31,,,2018-09-04
 Expressed as a basis to WTI,,,,2018-09-04
"NYMEX-WTI: October, 2018",70.25,USD/BBL,,2018-08-31
"NYMEX-WTI: November, 2018",69.81,USD/BBL,,2018-08-31
"NYMEX-WTI: December, 2018",69.46,USD/BBL,,2018-08-31
"NYMEX-WTI: January, 2019",69.17,USD/BBL,,2018-08-31
NYMEX-WTI Year Ago Current Month Contract,45.96,USD/BBL,,2018-08-31
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,61.0,2018-08-31
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,67.2,2018-08-31
"Net Energy WCS Closing Price: October, 2018",-27.0,USD/BBL,43.25,2018-08-31
"Net Energy/NYMEX WCC Closing Price: October, 2018",-27.0,USD/BBL,43.25,2018-08-31
Canadian Crude Index,44.42,USD/BBL,,2018-08-31
West Texas Intermediate Cash,70.2,USD/BBL,,2018-08-31
North Sea Brent Blend,77.77,USD/BBL,,2018-08-31
OPEC Basket Price,75.72,USD/BBL,,2018-08-31
"NYMEX Natural Gas: October, 2018",2.87,USD/MMBTU,,2018-08-31
"NYMEX Natural Gas: November, 2018",2.9,USD/MMBTU,,2018-08-31
"NYMEX Natural Gas: December, 2018",2.99,USD/MMBTU,,2018-08-31
"NYMEX Natural Gas: January, 2019",3.07,USD/MMBTU,,2018-08-31
Spectra - Station 2,0.4,CAD/GJ,,2018-08-31
AECO/NGX Spot Price - Settlement,0.5,CAD/GJ,,2018-08-31
AECO/NGX Spot Price - Same Day Volume,1331.8,TJ,,2018-08-31
"AECO/NGX Near-Month: October, 2018",1.15,CAD/GJ,,2018-08-31
NYMEX Today @ 10:00 AM MST,,,,2018-08-31
"WTI October, 2018 Contract",69.94,USD/BBL,,2018-08-31
Near-Month Gas Contract,2.92,USD/MMBTU,,2018-08-31
Daily Average US Exchange Rate,1.3,,,2018-08-31
 Expressed as a basis to WTI,,,,2018-08-31
"NYMEX-WTI: October, 2018",69.51,USD/BBL,,2018-08-30
"NYMEX-WTI: November, 2018",69.17,USD/BBL,,2018-08-30
"NYMEX-WTI: December, 2018",68.87,USD/BBL,,2018-08-30
"NYMEX-WTI: January, 2019",68.61,USD/BBL,,2018-08-30
NYMEX-WTI Year Ago Current Month Contract,46.44,USD/BBL,,2018-08-30
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,60.26,2018-08-30
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,66.46,2018-08-30
"Net Energy WCS Closing Price: October, 2018",-27.0,USD/BBL,42.51,2018-08-30
"Net Energy/NYMEX WCC Closing Price: October, 2018",-27.0,USD/BBL,42.51,2018-08-30
Canadian Crude Index,43.6,USD/BBL,,2018-08-30
West Texas Intermediate Cash,69.63,USD/BBL,,2018-08-30
North Sea Brent Blend,77.14,USD/BBL,,2018-08-30
OPEC Basket Price,74.48,USD/BBL,,2018-08-30
"NYMEX Natural Gas: September, 2018",2.9,USD/MMBTU,,2018-08-30
"NYMEX Natural Gas: October, 2018",2.86,USD/MMBTU,,2018-08-30
"NYMEX Natural Gas: November, 2018",2.89,USD/MMBTU,,2018-08-30
"NYMEX Natural Gas: December, 2018",2.98,USD/MMBTU,,2018-08-30
Spectra - Station 2,0.68,CAD/GJ,,2018-08-30
AECO/NGX Spot Price - Settlement,0.67,CAD/GJ,,2018-08-30
AECO/NGX Spot Price - Same Day Volume,1064.3,TJ,,2018-08-30
"AECO/NGX Near-Month: September, 2018",0.92,CAD/GJ,,2018-08-30
NYMEX Today @ 10:00 AM MST,,,,2018-08-30
"WTI October, 2018 Contract",69.81,USD/BBL,,2018-08-30
Near-Month Gas Contract,2.87,USD/MMBTU,,2018-08-30
Daily Average US Exchange Rate,1.29,,,2018-08-30
 Expressed as a basis to WTI,,,,2018-08-30
"NYMEX-WTI: October, 2018",68.53,USD/BBL,,2018-08-29
"NYMEX-WTI: November, 2018",68.22,USD/BBL,,2018-08-29
"NYMEX-WTI: December, 2018",67.93,USD/BBL,,2018-08-29
"NYMEX-WTI: January, 2019",67.69,USD/BBL,,2018-08-29
NYMEX-WTI Year Ago Current Month Contract,46.57,USD/BBL,,2018-08-29
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,59.28,2018-08-29
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,65.48,2018-08-29
"Net Energy WCS Closing Price: October, 2018",-26.75,USD/BBL,41.78,2018-08-29
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.75,USD/BBL,41.78,2018-08-29
Canadian Crude Index,42.64,USD/BBL,,2018-08-29
West Texas Intermediate Cash,68.49,USD/BBL,,2018-08-29
North Sea Brent Blend,75.95,USD/BBL,,2018-08-29
OPEC Basket Price,74.75,USD/BBL,,2018-08-29
"NYMEX Natural Gas: September, 2018",2.85,USD/MMBTU,,2018-08-29
"NYMEX Natural Gas: October, 2018",2.85,USD/MMBTU,,2018-08-29
"NYMEX Natural Gas: November, 2018",2.87,USD/MMBTU,,2018-08-29
"NYMEX Natural Gas: December, 2018",2.97,USD/MMBTU,,2018-08-29
Spectra - Station 2,0.88,CAD/GJ,,2018-08-29
AECO/NGX Spot Price - Settlement,0.77,CAD/GJ,,2018-08-29
AECO/NGX Spot Price - Same Day Volume,1182.7,TJ,,2018-08-29
"AECO/NGX Near-Month: September, 2018",0.96,CAD/GJ,,2018-08-29
NYMEX Today @ 10:00 AM MST,,,,2018-08-29
"WTI October, 2018 Contract",69.3,USD/BBL,,2018-08-29
Near-Month Gas Contract,2.86,USD/MMBTU,,2018-08-29
Daily Average US Exchange Rate,1.29,,,2018-08-29
 Expressed as a basis to WTI,,,,2018-08-29
"NYMEX-WTI: October, 2018",68.87,USD/BBL,,2018-08-28
"NYMEX-WTI: November, 2018",68.54,USD/BBL,,2018-08-28
"NYMEX-WTI: December, 2018",68.25,USD/BBL,,2018-08-28
"NYMEX-WTI: January, 2019",67.99,USD/BBL,,2018-08-28
NYMEX-WTI Year Ago Current Month Contract,47.87,USD/BBL,,2018-08-28
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,59.62,2018-08-28
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,65.82,2018-08-28
"Net Energy WCS Closing Price: October, 2018",-26.75,USD/BBL,42.12,2018-08-28
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.75,USD/BBL,42.12,2018-08-28
Canadian Crude Index,43.39,USD/BBL,,2018-08-28
West Texas Intermediate Cash,69.62,USD/BBL,,2018-08-28
North Sea Brent Blend,76.21,USD/BBL,,2018-08-28
OPEC Basket Price,74.09,USD/BBL,,2018-08-28
"NYMEX Natural Gas: September, 2018",2.88,USD/MMBTU,,2018-08-28
"NYMEX Natural Gas: October, 2018",2.87,USD/MMBTU,,2018-08-28
"NYMEX Natural Gas: November, 2018",2.9,USD/MMBTU,,2018-08-28
"NYMEX Natural Gas: December, 2018",3.0,USD/MMBTU,,2018-08-28
Spectra - Station 2,1.08,CAD/GJ,,2018-08-28
AECO/NGX Spot Price - Settlement,1.25,CAD/GJ,,2018-08-28
AECO/NGX Spot Price - Same Day Volume,1032.1,TJ,,2018-08-28
"AECO/NGX Near-Month: September, 2018",1.08,CAD/GJ,,2018-08-28
NYMEX Today @ 10:00 AM MST,,,,2018-08-28
"WTI October, 2018 Contract",68.68,USD/BBL,,2018-08-28
Near-Month Gas Contract,2.86,USD/MMBTU,,2018-08-28
Daily Average US Exchange Rate,1.3,,,2018-08-28
 Expressed as a basis to WTI,,,,2018-08-28
"NYMEX-WTI: October, 2018",68.72,USD/BBL,,2018-08-27
"NYMEX-WTI: November, 2018",68.36,USD/BBL,,2018-08-27
"NYMEX-WTI: December, 2018",68.05,USD/BBL,,2018-08-27
"NYMEX-WTI: January, 2019",67.78,USD/BBL,,2018-08-27
NYMEX-WTI Year Ago Current Month Contract,47.43,USD/BBL,,2018-08-27
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,59.47,2018-08-27
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,65.67,2018-08-27
"Net Energy WCS Closing Price: October, 2018",-26.75,USD/BBL,41.97,2018-08-27
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.75,USD/BBL,41.97,2018-08-27
Canadian Crude Index,43.21,USD/BBL,,2018-08-27
West Texas Intermediate Cash,68.72,USD/BBL,,2018-08-27
North Sea Brent Blend,75.82,USD/BBL,,2018-08-27
OPEC Basket Price,74.02,USD/BBL,,2018-08-27
"NYMEX Natural Gas: September, 2018",2.92,USD/MMBTU,,2018-08-27
"NYMEX Natural Gas: October, 2018",2.91,USD/MMBTU,,2018-08-27
"NYMEX Natural Gas: November, 2018",2.95,USD/MMBTU,,2018-08-27
"NYMEX Natural Gas: December, 2018",3.04,USD/MMBTU,,2018-08-27
Spectra - Station 2,0.6,CAD/GJ,,2018-08-27
AECO/NGX Spot Price - Settlement,0.69,CAD/GJ,,2018-08-27
AECO/NGX Spot Price - Same Day Volume,718.3,TJ,,2018-08-27
"AECO/NGX Near-Month: September, 2018",1.13,CAD/GJ,,2018-08-27
NYMEX Today @ 10:00 AM MST,,,,2018-08-27
"WTI October, 2018 Contract",68.7,USD/BBL,,2018-08-27
Near-Month Gas Contract,2.89,USD/MMBTU,,2018-08-27
Daily Average US Exchange Rate,1.3,,,2018-08-27
 Expressed as a basis to WTI,,,,2018-08-27
"NYMEX-WTI: October, 2018",67.83,USD/BBL,,2018-08-24
"NYMEX-WTI: November, 2018",67.53,USD/BBL,,2018-08-24
"NYMEX-WTI: December, 2018",67.24,USD/BBL,,2018-08-24
"NYMEX-WTI: January, 2019",66.98,USD/BBL,,2018-08-24
NYMEX-WTI Year Ago Current Month Contract,48.41,USD/BBL,,2018-08-24
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,58.58,2018-08-24
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,64.78,2018-08-24
"Net Energy WCS Closing Price: October, 2018",-26.7,USD/BBL,41.13,2018-08-24
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.7,USD/BBL,41.13,2018-08-24
Canadian Crude Index,42.27,USD/BBL,,2018-08-24
West Texas Intermediate Cash,68.93,USD/BBL,,2018-08-24
North Sea Brent Blend,74.73,USD/BBL,,2018-08-24
OPEC Basket Price,73.01,USD/BBL,,2018-08-24
"NYMEX Natural Gas: September, 2018",2.96,USD/MMBTU,,2018-08-24
"NYMEX Natural Gas: October, 2018",2.95,USD/MMBTU,,2018-08-24
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-24
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-24
Spectra - Station 2,0.88,CAD/GJ,,2018-08-24
AECO/NGX Spot Price - Settlement,0.96,CAD/GJ,,2018-08-24
AECO/NGX Spot Price - Same Day Volume,1299.7,TJ,,2018-08-24
"AECO/NGX Near-Month: September, 2018",1.15,CAD/GJ,,2018-08-24
NYMEX Today @ 10:00 AM MST,,,,2018-08-24
"WTI October, 2018 Contract",69.08,USD/BBL,,2018-08-24
Near-Month Gas Contract,2.93,USD/MMBTU,,2018-08-24
Daily Average US Exchange Rate,1.31,,,2018-08-24
 Expressed as a basis to WTI,,,,2018-08-24
"NYMEX-WTI: October, 2018",67.86,USD/BBL,,2018-08-23
"NYMEX-WTI: November, 2018",67.51,USD/BBL,,2018-08-23
"NYMEX-WTI: December, 2018",67.2,USD/BBL,,2018-08-23
"NYMEX-WTI: January, 2019",66.93,USD/BBL,,2018-08-23
NYMEX-WTI Year Ago Current Month Contract,47.64,USD/BBL,,2018-08-23
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,58.61,2018-08-23
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,64.81,2018-08-23
"Net Energy WCS Closing Price: October, 2018",-26.75,USD/BBL,41.11,2018-08-23
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.75,USD/BBL,41.11,2018-08-23
Canadian Crude Index,42.27,USD/BBL,,2018-08-23
West Texas Intermediate Cash,67.8,USD/BBL,,2018-08-23
North Sea Brent Blend,74.78,USD/BBL,,2018-08-23
OPEC Basket Price,71.75,USD/BBL,,2018-08-23
"NYMEX Natural Gas: September, 2018",2.96,USD/MMBTU,,2018-08-23
"NYMEX Natural Gas: October, 2018",2.94,USD/MMBTU,,2018-08-23
"NYMEX Natural Gas: November, 2018",2.98,USD/MMBTU,,2018-08-23
"NYMEX Natural Gas: December, 2018",3.07,USD/MMBTU,,2018-08-23
Spectra - Station 2,1.24,CAD/GJ,,2018-08-23
AECO/NGX Spot Price - Settlement,1.35,CAD/GJ,,2018-08-23
AECO/NGX Spot Price - Same Day Volume,1295.6,TJ,,2018-08-23
"AECO/NGX Near-Month: September, 2018",1.17,CAD/GJ,,2018-08-23
NYMEX Today @ 10:00 AM MST,,,,2018-08-23
"WTI October, 2018 Contract",67.6,USD/BBL,,2018-08-23
Near-Month Gas Contract,2.96,USD/MMBTU,,2018-08-23
Daily Average US Exchange Rate,1.3,,,2018-08-23
 Expressed as a basis to WTI,,,,2018-08-23
"NYMEX-WTI: September, 2018",67.35,USD/BBL,,2018-08-22
"NYMEX-WTI: October, 2018",65.84,USD/BBL,,2018-08-22
"NYMEX-WTI: November, 2018",65.49,USD/BBL,,2018-08-22
"NYMEX-WTI: December, 2018",65.19,USD/BBL,,2018-08-22
NYMEX-WTI Year Ago Current Month Contract,47.37,USD/BBL,,2018-08-22
"Net Energy Sweet Closing Price: October, 2018",-9.25,USD/BBL,58.1,2018-08-22
"Net Energy SSP Closing Price: October, 2018",-3.05,USD/BBL,64.3,2018-08-22
"Net Energy WCS Closing Price: October, 2018",-26.75,USD/BBL,40.6,2018-08-22
"Net Energy/NYMEX WCC Closing Price: October, 2018",-26.75,USD/BBL,40.6,2018-08-22
Canadian Crude Index,40.51,USD/BBL,,2018-08-22
West Texas Intermediate Cash,67.27,USD/BBL,,2018-08-22
North Sea Brent Blend,72.63,USD/BBL,,2018-08-22
OPEC Basket Price,71.01,USD/BBL,,2018-08-22
"NYMEX Natural Gas: September, 2018",2.98,USD/MMBTU,,2018-08-22
"NYMEX Natural Gas: October, 2018",2.96,USD/MMBTU,,2018-08-22
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-22
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-22
Spectra - Station 2,0.88,CAD/GJ,,2018-08-22
AECO/NGX Spot Price - Settlement,0.75,CAD/GJ,,2018-08-22
AECO/NGX Spot Price - Same Day Volume,1880.3,TJ,,2018-08-22
"AECO/NGX Near-Month: September, 2018",1.19,CAD/GJ,,2018-08-22
NYMEX Today @ 10:00 AM MST,,,,2018-08-22
"WTI October, 2018 Contract",67.84,USD/BBL,,2018-08-22
Near-Month Gas Contract,2.96,USD/MMBTU,,2018-08-22
Daily Average US Exchange Rate,1.3,,,2018-08-22
 Expressed as a basis to WTI,,,,2018-08-22
"NYMEX-WTI: September, 2018",66.43,USD/BBL,,2018-08-21
"NYMEX-WTI: October, 2018",65.42,USD/BBL,,2018-08-21
"NYMEX-WTI: November, 2018",65.1,USD/BBL,,2018-08-21
"NYMEX-WTI: December, 2018",64.8,USD/BBL,,2018-08-21
NYMEX-WTI Year Ago Current Month Contract,48.51,USD/BBL,,2018-08-21
"Net Energy Sweet Closing Price : October, 2018 ",-9.25,USD/BBL,57.18,2018-08-21
"Net Energy SSP Closing Price : October, 2018 ",-3.05,USD/BBL,63.38,2018-08-21
"Net Energy WCS Closing Price : October, 2018 ",-26.25,USD/BBL,40.18,2018-08-21
"Net Energy/NYMEX WCC Closing Price : October, 2018 ",-26.25,USD/BBL,40.18,2018-08-21
Canadian Crude Index,40.11,USD/BBL,,2018-08-21
West Texas Intermediate Cash,66.45,USD/BBL,,2018-08-21
North Sea Brent Blend,72.21,USD/BBL,,2018-08-21
OPEC Basket Price,70.64,USD/BBL,,2018-08-21
"NYMEX Natural Gas: September, 2018",2.94,USD/MMBTU,,2018-08-21
"NYMEX Natural Gas: October, 2018",2.93,USD/MMBTU,,2018-08-21
"NYMEX Natural Gas: November, 2018",2.97,USD/MMBTU,,2018-08-21
"NYMEX Natural Gas: December, 2018",3.06,USD/MMBTU,,2018-08-21
Spectra - Station 2,0.85,CAD/GJ,,2018-08-21
AECO/NGX Spot Price - Settlement,0.61,CAD/GJ,,2018-08-21
AECO/NGX Spot Price - Same Day Volume,1482.9,TJ,,2018-08-21
"AECO/NGX Near-Month: September, 2018",1.27,CAD/GJ,,2018-08-21
NYMEX Today @ 9:35 AM MST,,,,2018-08-21
"WTI October, 2018 Contract",67.3,USD/BBL,,2018-08-21
Near-Month Gas Contract,2.97,USD/MMBTU,,2018-08-21
Daily Average US Exchange Rate,1.31,,,2018-08-21
 Expressed as a basis to WTI,,,,2018-08-21
"NYMEX-WTI: September, 2018",65.91,USD/BBL,,2018-08-20
"NYMEX-WTI: October, 2018",65.21,USD/BBL,,2018-08-20
"NYMEX-WTI: November, 2018",64.94,USD/BBL,,2018-08-20
"NYMEX-WTI: December, 2018",64.66,USD/BBL,,2018-08-20
NYMEX-WTI Year Ago Current Month Contract,47.09,USD/BBL,,2018-08-20
"Net Energy Sweet Closing Price : October, 2018 ",-9.25,USD/BBL,56.66,2018-08-20
"Net Energy SSP Closing Price : October, 2018 ",-3.05,USD/BBL,62.86,2018-08-20
"Net Energy WCS Closing Price : October, 2018 ",-26.25,USD/BBL,39.66,2018-08-20
"Net Energy/NYMEX WCC Closing Price : October, 2018 ",-26.25,USD/BBL,39.66,2018-08-20
Canadian Crude Index,39.94,USD/BBL,,2018-08-20
West Texas Intermediate Cash,65.91,USD/BBL,,2018-08-20
North Sea Brent Blend,71.83,USD/BBL,,2018-08-20
OPEC Basket Price,70.27,USD/BBL,,2018-08-20
"NYMEX Natural Gas: September, 2018",2.95,USD/MMBTU,,2018-08-20
"NYMEX Natural Gas: October, 2018",2.95,USD/MMBTU,,2018-08-20
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-20
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-20
Spectra - Station 2,0.3,CAD/GJ,,2018-08-20
AECO/NGX Spot Price - Settlement,-0.21,CAD/GJ,,2018-08-20
AECO/NGX Spot Price - Same Day Volume,756.9,TJ,,2018-08-20
"AECO/NGX Near-Month: September, 2018",1.36,CAD/GJ,,2018-08-20
NYMEX Today @ 10:00 AM MST,,,,2018-08-20
"WTI October, 2018 Contract",66.13,USD/BBL,,2018-08-20
Near-Month Gas Contract,2.95,USD/MMBTU,,2018-08-20
Daily Average US Exchange Rate,1.31,,,2018-08-20
 Expressed as a basis to WTI,,,,2018-08-20
"NYMEX-WTI: September, 2018",65.46,USD/BBL,,2018-08-17
"NYMEX-WTI: October, 2018",64.88,USD/BBL,,2018-08-17
"NYMEX-WTI: November, 2018",64.66,USD/BBL,,2018-08-17
"NYMEX-WTI: December, 2018",64.42,USD/BBL,,2018-08-17
NYMEX-WTI Year Ago Current Month Contract,46.78,USD/BBL,,2018-08-17
"Net Energy Sweet Closing Price: September, 2018",-10.25,USD/BBL,55.21,2018-08-17
"Net Energy SSP Closing Price: September, 2018",-3.15,USD/BBL,62.31,2018-08-17
"Net Energy WCS Closing Price: September, 2018",-29.2,USD/BBL,36.26,2018-08-17
"Net Energy/NYMEX WCC Closing Price:September, 2018",-29.39,USD/BBL,36.07,2018-08-17
Canadian Crude Index,39.65,USD/BBL,,2018-08-17
West Texas Intermediate Cash,65.39,USD/BBL,,2018-08-17
North Sea Brent Blend,71.43,USD/BBL,,2018-08-17
OPEC Basket Price,69.47,USD/BBL,,2018-08-17
"NYMEX Natural Gas: September, 2018",2.91,USD/MMBTU,,2018-08-17
"NYMEX Natural Gas: October, 2018",2.91,USD/MMBTU,,2018-08-17
"NYMEX Natural Gas: November, 2018",2.95,USD/MMBTU,,2018-08-17
"NYMEX Natural Gas: December, 2018",3.05,USD/MMBTU,,2018-08-17
Spectra - Station 2,1.2,CAD/GJ,,2018-08-17
AECO/NGX Spot Price - Settlement,1.16,CAD/GJ,,2018-08-17
AECO/NGX Spot Price - Same Day Volume,944.7,TJ,,2018-08-17
"AECO/NGX Near-Month: September, 2018",1.39,CAD/GJ,,2018-08-17
NYMEX Today @ 10:00 AM MST,,,,2018-08-17
"WTI September, 2018 Contract",65.88,USD/BBL,,2018-08-17
Near-Month Gas Contract,2.95,USD/MMBTU,,2018-08-17
Daily Average US Exchange Rate,1.32,,,2018-08-17
 Expressed as a basis to WTI,,,,2018-08-17
"NYMEX-WTI: September, 2018",65.01,USD/BBL,,2018-08-16
"NYMEX-WTI: October, 2018",64.46,USD/BBL,,2018-08-16
"NYMEX-WTI: November, 2018",64.24,USD/BBL,,2018-08-16
"NYMEX-WTI: December, 2018",64.0,USD/BBL,,2018-08-16
NYMEX-WTI Year Ago Current Month Contract,47.55,USD/BBL,,2018-08-16
"Net Energy Sweet Closing Price: September, 2018",-10.0,USD/BBL,55.01,2018-08-16
"Net Energy SSP Closing Price: September, 2018",-2.85,USD/BBL,62.16,2018-08-16
"Net Energy WCS Closing Price: September, 2018",-28.9,USD/BBL,36.11,2018-08-16
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.37,USD/BBL,35.64,2018-08-16
Canadian Crude Index,39.1,USD/BBL,,2018-08-16
West Texas Intermediate Cash,65.09,USD/BBL,,2018-08-16
North Sea Brent Blend,70.76,USD/BBL,,2018-08-16
OPEC Basket Price,69.77,USD/BBL,,2018-08-16
"NYMEX Natural Gas: September, 2018",2.94,USD/MMBTU,,2018-08-16
"NYMEX Natural Gas: October, 2018",2.95,USD/MMBTU,,2018-08-16
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-16
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-16
Spectra - Station 2,1.43,CAD/GJ,,2018-08-16
AECO/NGX Spot Price - Settlement,1.45,CAD/GJ,,2018-08-16
AECO/NGX Spot Price - Same Day Volume,937.4,TJ,,2018-08-16
"AECO/NGX Near-Month: August, 2018",1.44,CAD/GJ,,2018-08-16
NYMEX Today @ 10:00 AM MST,,,,2018-08-16
"WTI September, 2018 Contract",65.39,USD/BBL,,2018-08-16
Near-Month Gas Contract,2.91,USD/MMBTU,,2018-08-16
Daily Average US Exchange Rate,1.31,,,2018-08-16
 Expressed as a basis to WTI,,,,2018-08-16
"NYMEX-WTI: September, 2018",67.04,USD/BBL,,2018-08-15
"NYMEX-WTI: October, 2018",66.33,USD/BBL,,2018-08-15
"NYMEX-WTI: November, 2018",66.0,USD/BBL,,2018-08-15
"NYMEX-WTI: December, 2018",65.71,USD/BBL,,2018-08-15
NYMEX-WTI Year Ago Current Month Contract,47.59,USD/BBL,,2018-08-15
"Net Energy Sweet Closing Price: September, 2018",-9.5,USD/BBL,57.54,2018-08-15
"Net Energy SSP Closing Price: September, 2018",-3.5,USD/BBL,63.54,2018-08-15
"Net Energy WCS Closing Price: Setpember, 2018",-28.3,USD/BBL,38.74,2018-08-15
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.36,USD/BBL,37.68,2018-08-15
Canadian Crude Index,40.53,USD/BBL,,2018-08-15
West Texas Intermediate Cash,66.99,USD/BBL,,2018-08-15
North Sea Brent Blend,72.46,USD/BBL,,2018-08-15
OPEC Basket Price,0.0,USD/BBL,,2018-08-15
"NYMEX Natural Gas: September, 2018",2.96,USD/MMBTU,,2018-08-15
"NYMEX Natural Gas: October, 2018",2.97,USD/MMBTU,,2018-08-15
"NYMEX Natural Gas: November, 2018",3.0,USD/MMBTU,,2018-08-15
"NYMEX Natural Gas: December, 2018",3.09,USD/MMBTU,,2018-08-15
Spectra - Station 2,1.38,CAD/GJ,,2018-08-15
AECO/NGX Spot Price - Settlement,1.42,CAD/GJ,,2018-08-15
AECO/NGX Spot Price - Same Day Volume,991.4,TJ,,2018-08-15
"AECO/NGX Near-Month: September, 2018",1.44,CAD/GJ,,2018-08-15
NYMEX Today @ 10:00 AM MST,,,,2018-08-15
"WTI September, 2018 Contract",64.85,USD/BBL,,2018-08-15
Near-Month Gas Contract,2.94,USD/MMBTU,,2018-08-15
Daily Average US Exchange Rate,1.31,,,2018-08-15
 Expressed as a basis to WTI,,,,2018-08-15
"NYMEX-WTI: September, 2018",67.2,USD/BBL,,2018-08-14
"NYMEX-WTI: October, 2018",66.57,USD/BBL,,2018-08-14
"NYMEX-WTI: November, 2018",66.21,USD/BBL,,2018-08-14
"NYMEX-WTI: December, 2018",65.88,USD/BBL,,2018-08-14
NYMEX-WTI Year Ago Current Month Contract,48.82,USD/BBL,,2018-08-14
"Net Energy Sweet Closing Price: September, 2018",-12.0,USD/BBL,55.2,2018-08-14
"Net Energy SSP Closing Price: September, 2018",-3.0,USD/BBL,64.2,2018-08-14
"Net Energy WCS Closing Price: September, 2018",-28.95,USD/BBL,38.25,2018-08-14
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.52,USD/BBL,37.68,2018-08-14
Canadian Crude Index,40.3,USD/BBL,,2018-08-14
West Texas Intermediate Cash,67.2,USD/BBL,,2018-08-14
North Sea Brent Blend,72.61,USD/BBL,,2018-08-14
OPEC Basket Price,70.97,USD/BBL,,2018-08-14
"NYMEX Natural Gas: September, 2018",2.93,USD/MMBTU,,2018-08-14
"NYMEX Natural Gas: October, 2018",2.94,USD/MMBTU,,2018-08-14
"NYMEX Natural Gas: November, 2018",2.97,USD/MMBTU,,2018-08-14
"NYMEX Natural Gas: December, 2018",3.06,USD/MMBTU,,2018-08-14
Spectra - Station 2,1.2,CAD/GJ,,2018-08-14
AECO/NGX Spot Price - Settlement,1.27,CAD/GJ,,2018-08-14
AECO/NGX Spot Price - Same Day Volume,1189.4,TJ,,2018-08-14
"AECO/NGX Near-Month: September, 2018",1.41,CAD/GJ,,2018-08-14
NYMEX Today @ 10:00 AM MST,,,,2018-08-14
"WTI September, 2018 Contract",67.18,USD/BBL,,2018-08-14
Near-Month Gas Contract,2.97,USD/MMBTU,,2018-08-14
Daily Average US Exchange Rate,1.31,,,2018-08-14
 Expressed as a basis to WTI,,,,2018-08-14
